Angle(Deg)	I1	I2	Itotal
0.785579	9.273323e+005	9.271253e+005	1.854458e+006
0.786079	9.241432e+005	9.239366e+005	1.848080e+006
0.786579	9.209608e+005	9.207546e+005	1.841715e+006
0.787079	9.177850e+005	9.175792e+005	1.835364e+006
0.787579	9.146158e+005	9.144105e+005	1.829026e+006
0.788079	9.114533e+005	9.112484e+005	1.822702e+006
0.788579	9.082975e+005	9.080930e+005	1.816390e+006
0.789079	9.051483e+005	9.049442e+005	1.810093e+006
0.789579	9.020057e+005	9.018021e+005	1.803808e+006
0.790079	8.988698e+005	8.986666e+005	1.797536e+006
0.790579	8.957405e+005	8.955378e+005	1.791278e+006
0.791079	8.926179e+005	8.924156e+005	1.785034e+006
0.791579	8.895019e+005	8.893000e+005	1.778802e+006
0.792079	8.863925e+005	8.861911e+005	1.772584e+006
0.792579	8.832898e+005	8.830888e+005	1.766379e+006
0.793079	8.801937e+005	8.799931e+005	1.760187e+006
0.793579	8.771042e+005	8.769041e+005	1.754008e+006
0.794079	8.740214e+005	8.738217e+005	1.747843e+006
0.794579	8.709451e+005	8.707458e+005	1.741691e+006
0.795080	8.678755e+005	8.676767e+005	1.735552e+006
0.795580	8.648125e+005	8.646141e+005	1.729427e+006
0.796080	8.617561e+005	8.615581e+005	1.723314e+006
0.796580	8.587063e+005	8.585087e+005	1.717215e+006
0.797080	8.556631e+005	8.554660e+005	1.711129e+006
0.797580	8.526265e+005	8.524298e+005	1.705056e+006
0.798080	8.495965e+005	8.494003e+005	1.698997e+006
0.798580	8.465731e+005	8.463773e+005	1.692950e+006
0.799080	8.435563e+005	8.433610e+005	1.686917e+006
0.799580	8.405461e+005	8.403512e+005	1.680897e+006
0.800080	8.375425e+005	8.373480e+005	1.674891e+006
0.800580	8.345455e+005	8.343514e+005	1.668897e+006
0.801080	8.315551e+005	8.313614e+005	1.662916e+006
0.801580	8.285712e+005	8.283780e+005	1.656949e+006
0.802080	8.255939e+005	8.254011e+005	1.650995e+006
0.802580	8.226232e+005	8.224309e+005	1.645054e+006
0.803080	8.196590e+005	8.194671e+005	1.639126e+006
0.803580	8.167014e+005	8.165100e+005	1.633211e+006
0.804080	8.137504e+005	8.135594e+005	1.627310e+006
0.804580	8.108060e+005	8.106154e+005	1.621421e+006
0.805081	8.078681e+005	8.076779e+005	1.615546e+006
0.805581	8.049367e+005	8.047470e+005	1.609684e+006
0.806081	8.020119e+005	8.018226e+005	1.603835e+006
0.806581	7.990937e+005	7.989048e+005	1.597998e+006
0.807081	7.961820e+005	7.959936e+005	1.592176e+006
0.807581	7.932768e+005	7.930888e+005	1.586366e+006
0.808081	7.903782e+005	7.901906e+005	1.580569e+006
0.808581	7.874861e+005	7.872990e+005	1.574785e+006
0.809081	7.846005e+005	7.844138e+005	1.569014e+006
0.809581	7.817215e+005	7.815352e+005	1.563257e+006
0.810081	7.788489e+005	7.786632e+005	1.557512e+006
0.810581	7.759829e+005	7.757976e+005	1.551781e+006
0.811081	7.731235e+005	7.729386e+005	1.546062e+006
0.811581	7.702705e+005	7.700860e+005	1.540357e+006
0.812081	7.674241e+005	7.672400e+005	1.534664e+006
0.812581	7.645841e+005	7.644005e+005	1.528985e+006
0.813081	7.617507e+005	7.615675e+005	1.523318e+006
0.813581	7.589237e+005	7.587410e+005	1.517665e+006
0.814081	7.561032e+005	7.559210e+005	1.512024e+006
0.814581	7.532893e+005	7.531074e+005	1.506397e+006
0.815082	7.504818e+005	7.503004e+005	1.500782e+006
0.815582	7.476808e+005	7.474998e+005	1.495181e+006
0.816082	7.448863e+005	7.447058e+005	1.489592e+006
0.816582	7.420983e+005	7.419182e+005	1.484016e+006
0.817082	7.393167e+005	7.391370e+005	1.478454e+006
0.817582	7.365416e+005	7.363624e+005	1.472904e+006
0.818082	7.337730e+005	7.335942e+005	1.467367e+006
0.818582	7.310108e+005	7.308324e+005	1.461843e+006
0.819082	7.282551e+005	7.280772e+005	1.456332e+006
0.819582	7.255058e+005	7.253283e+005	1.450834e+006
0.820082	7.227630e+005	7.225860e+005	1.445349e+006
0.820582	7.200266e+005	7.198500e+005	1.439877e+006
0.821082	7.172967e+005	7.171205e+005	1.434417e+006
0.821582	7.145732e+005	7.143975e+005	1.428971e+006
0.822082	7.118562e+005	7.116809e+005	1.423537e+006
0.822582	7.091455e+005	7.089707e+005	1.418116e+006
0.823082	7.064413e+005	7.062669e+005	1.412708e+006
0.823582	7.037435e+005	7.035695e+005	1.407313e+006
0.824082	7.010522e+005	7.008786e+005	1.401931e+006
0.824582	6.983672e+005	6.981941e+005	1.396561e+006
0.825083	6.956887e+005	6.955160e+005	1.391205e+006
0.825583	6.930165e+005	6.928443e+005	1.385861e+006
0.826083	6.903508e+005	6.901790e+005	1.380530e+006
0.826583	6.876914e+005	6.875201e+005	1.375211e+006
0.827083	6.850385e+005	6.848675e+005	1.369906e+006
0.827583	6.823919e+005	6.822214e+005	1.364613e+006
0.828083	6.797517e+005	6.795816e+005	1.359333e+006
0.828583	6.771179e+005	6.769483e+005	1.354066e+006
0.829083	6.744905e+005	6.743212e+005	1.348812e+006
0.829583	6.718694e+005	6.717006e+005	1.343570e+006
0.830083	6.692547e+005	6.690863e+005	1.338341e+006
0.830583	6.666463e+005	6.664784e+005	1.333125e+006
0.831083	6.640443e+005	6.638769e+005	1.327921e+006
0.831583	6.614487e+005	6.612817e+005	1.322730e+006
0.832083	6.588594e+005	6.586928e+005	1.317552e+006
0.832583	6.562764e+005	6.561103e+005	1.312387e+006
0.833083	6.536998e+005	6.535341e+005	1.307234e+006
0.833583	6.511296e+005	6.509643e+005	1.302094e+006
0.834083	6.485656e+005	6.484007e+005	1.296966e+006
0.834583	6.460080e+005	6.458436e+005	1.291852e+006
0.835084	6.434567e+005	6.432927e+005	1.286749e+006
0.835584	6.409117e+005	6.407481e+005	1.281660e+006
0.836084	6.383730e+005	6.382099e+005	1.276583e+006
0.836584	6.358406e+005	6.356779e+005	1.271519e+006
0.837084	6.333145e+005	6.331523e+005	1.266467e+006
0.837584	6.307947e+005	6.306329e+005	1.261428e+006
0.838084	6.282812e+005	6.281198e+005	1.256401e+006
0.838584	6.257740e+005	6.256131e+005	1.251387e+006
0.839084	6.232731e+005	6.231126e+005	1.246386e+006
0.839584	6.207784e+005	6.206184e+005	1.241397e+006
0.840084	6.182901e+005	6.181304e+005	1.236420e+006
0.840584	6.158079e+005	6.156487e+005	1.231457e+006
0.841084	6.133321e+005	6.131733e+005	1.226505e+006
0.841584	6.108625e+005	6.107041e+005	1.221567e+006
0.842084	6.083991e+005	6.082412e+005	1.216640e+006
0.842584	6.059420e+005	6.057845e+005	1.211727e+006
0.843084	6.034912e+005	6.033341e+005	1.206825e+006
0.843584	6.010465e+005	6.008899e+005	1.201936e+006
0.844084	5.986082e+005	5.984520e+005	1.197060e+006
0.844584	5.961760e+005	5.960202e+005	1.192196e+006
0.845085	5.937500e+005	5.935947e+005	1.187345e+006
0.845585	5.913303e+005	5.911754e+005	1.182506e+006
0.846085	5.889168e+005	5.887623e+005	1.177679e+006
0.846585	5.865095e+005	5.863554e+005	1.172865e+006
0.847085	5.841084e+005	5.839548e+005	1.168063e+006
0.847585	5.817135e+005	5.815603e+005	1.163274e+006
0.848085	5.793247e+005	5.791720e+005	1.158497e+006
0.848585	5.769422e+005	5.767899e+005	1.153732e+006
0.849085	5.745658e+005	5.744139e+005	1.148980e+006
0.849585	5.721956e+005	5.720442e+005	1.144240e+006
0.850085	5.698316e+005	5.696806e+005	1.139512e+006
0.850585	5.674738e+005	5.673232e+005	1.134797e+006
0.851085	5.651221e+005	5.649719e+005	1.130094e+006
0.851585	5.627765e+005	5.626268e+005	1.125403e+006
0.852085	5.604371e+005	5.602878e+005	1.120725e+006
0.852585	5.581039e+005	5.579550e+005	1.116059e+006
0.853085	5.557768e+005	5.556283e+005	1.111405e+006
0.853585	5.534558e+005	5.533077e+005	1.106764e+006
0.854085	5.511409e+005	5.509933e+005	1.102134e+006
0.854585	5.488322e+005	5.486850e+005	1.097517e+006
0.855086	5.465296e+005	5.463828e+005	1.092912e+006
0.855586	5.442330e+005	5.440867e+005	1.088320e+006
0.856086	5.419426e+005	5.417967e+005	1.083739e+006
0.856586	5.396583e+005	5.395128e+005	1.079171e+006
0.857086	5.373801e+005	5.372350e+005	1.074615e+006
0.857586	5.351080e+005	5.349633e+005	1.070071e+006
0.858086	5.328419e+005	5.326977e+005	1.065540e+006
0.858586	5.305819e+005	5.304382e+005	1.061020e+006
0.859086	5.283280e+005	5.281847e+005	1.056513e+006
0.859586	5.260802e+005	5.259373e+005	1.052017e+006
0.860086	5.238384e+005	5.236959e+005	1.047534e+006
0.860586	5.216027e+005	5.214606e+005	1.043063e+006
0.861086	5.193730e+005	5.192313e+005	1.038604e+006
0.861586	5.171493e+005	5.170081e+005	1.034157e+006
0.862086	5.149317e+005	5.147909e+005	1.029723e+006
0.862586	5.127202e+005	5.125798e+005	1.025300e+006
0.863086	5.105146e+005	5.103747e+005	1.020889e+006
0.863586	5.083151e+005	5.081755e+005	1.016491e+006
0.864086	5.061216e+005	5.059824e+005	1.012104e+006
0.864586	5.039340e+005	5.037954e+005	1.007729e+006
0.865087	5.017525e+005	5.016143e+005	1.003367e+006
0.865587	4.995770e+005	4.994392e+005	9.990162e+005
0.866087	4.974075e+005	4.972701e+005	9.946775e+005
0.866587	4.952439e+005	4.951069e+005	9.903509e+005
0.867087	4.930864e+005	4.929498e+005	9.860361e+005
0.867587	4.909348e+005	4.907986e+005	9.817334e+005
0.868087	4.887891e+005	4.886534e+005	9.774425e+005
0.868587	4.866494e+005	4.865141e+005	9.731636e+005
0.869087	4.845157e+005	4.843808e+005	9.688966e+005
0.869587	4.823880e+005	4.822535e+005	9.646414e+005
0.870087	4.802661e+005	4.801321e+005	9.603982e+005
0.870587	4.781502e+005	4.780166e+005	9.561668e+005
0.871087	4.760402e+005	4.759070e+005	9.519473e+005
0.871587	4.739362e+005	4.738034e+005	9.477396e+005
0.872087	4.718381e+005	4.717057e+005	9.435437e+005
0.872587	4.697458e+005	4.696139e+005	9.393597e+005
0.873087	4.676595e+005	4.675280e+005	9.351875e+005
0.873587	4.655791e+005	4.654480e+005	9.310270e+005
0.874087	4.635046e+005	4.633738e+005	9.268784e+005
0.874587	4.614359e+005	4.613056e+005	9.227415e+005
0.875088	4.593732e+005	4.592433e+005	9.186164e+005
0.875588	4.573163e+005	4.571868e+005	9.145030e+005
0.876088	4.552652e+005	4.551362e+005	9.104014e+005
0.876588	4.532201e+005	4.530914e+005	9.063115e+005
0.877088	4.511808e+005	4.510525e+005	9.022333e+005
0.877588	4.491473e+005	4.490195e+005	8.981667e+005
0.878088	4.471197e+005	4.469922e+005	8.941119e+005
0.878588	4.450979e+005	4.449709e+005	8.900687e+005
0.879088	4.430819e+005	4.429553e+005	8.860372e+005
0.879588	4.410718e+005	4.409456e+005	8.820174e+005
0.880088	4.390674e+005	4.389417e+005	8.780091e+005
0.880588	4.370689e+005	4.369436e+005	8.740125e+005
0.881088	4.350762e+005	4.349513e+005	8.700275e+005
0.881588	4.330893e+005	4.329648e+005	8.660541e+005
0.882088	4.311082e+005	4.309841e+005	8.620922e+005
0.882588	4.291328e+005	4.290091e+005	8.581420e+005
0.883088	4.271633e+005	4.270400e+005	8.542032e+005
0.883588	4.251995e+005	4.250766e+005	8.502760e+005
0.884088	4.232414e+005	4.231190e+005	8.463604e+005
0.884588	4.212892e+005	4.211671e+005	8.424562e+005
0.885089	4.193426e+005	4.192210e+005	8.385636e+005
0.885589	4.174019e+005	4.172806e+005	8.346824e+005
0.886089	4.154668e+005	4.153460e+005	8.308128e+005
0.886589	4.135375e+005	4.134170e+005	8.269545e+005
0.887089	4.116139e+005	4.114939e+005	8.231078e+005
0.887589	4.096960e+005	4.095764e+005	8.192724e+005
0.888089	4.077839e+005	4.076646e+005	8.154485e+005
0.888589	4.058774e+005	4.057586e+005	8.116360e+005
0.889089	4.039766e+005	4.038582e+005	8.078349e+005
0.889589	4.020816e+005	4.019636e+005	8.040451e+005
0.890089	4.001922e+005	4.000746e+005	8.002667e+005
0.890589	3.983085e+005	3.981913e+005	7.964997e+005
0.891089	3.964304e+005	3.963136e+005	7.927440e+005
0.891589	3.945580e+005	3.944416e+005	7.889997e+005
0.892089	3.926913e+005	3.925753e+005	7.852666e+005
0.892589	3.908303e+005	3.907146e+005	7.815449e+005
0.893089	3.889748e+005	3.888596e+005	7.778344e+005
0.893589	3.871250e+005	3.870102e+005	7.741353e+005
0.894089	3.852809e+005	3.851665e+005	7.704473e+005
0.894589	3.834423e+005	3.833283e+005	7.667706e+005
0.895090	3.816094e+005	3.814958e+005	7.631052e+005
0.895590	3.797821e+005	3.796689e+005	7.594509e+005
0.896090	3.779604e+005	3.778475e+005	7.558079e+005
0.896590	3.761442e+005	3.760318e+005	7.521761e+005
0.897090	3.743337e+005	3.742217e+005	7.485554e+005
0.897590	3.725287e+005	3.724171e+005	7.449459e+005
0.898090	3.707294e+005	3.706181e+005	7.413475e+005
0.898590	3.689355e+005	3.688247e+005	7.377603e+005
0.899090	3.671473e+005	3.670369e+005	7.341841e+005
0.899590	3.653646e+005	3.652545e+005	7.306191e+005
0.900090	3.635874e+005	3.634778e+005	7.270652e+005
0.900590	3.618158e+005	3.617066e+005	7.235224e+005
0.901090	3.600497e+005	3.599409e+005	7.199906e+005
0.901590	3.582891e+005	3.581807e+005	7.164698e+005
0.902090	3.565341e+005	3.564260e+005	7.129601e+005
0.902590	3.547846e+005	3.546769e+005	7.094615e+005
0.903090	3.530405e+005	3.529332e+005	7.059738e+005
0.903590	3.513020e+005	3.511951e+005	7.024971e+005
0.904090	3.495689e+005	3.494624e+005	6.990314e+005
0.904590	3.478414e+005	3.477353e+005	6.955766e+005
0.905091	3.461193e+005	3.460136e+005	6.921328e+005
0.905591	3.444026e+005	3.442973e+005	6.887000e+005
0.906091	3.426915e+005	3.425865e+005	6.852780e+005
0.906591	3.409858e+005	3.408812e+005	6.818670e+005
0.907091	3.392855e+005	3.391813e+005	6.784668e+005
0.907591	3.375907e+005	3.374869e+005	6.750775e+005
0.908091	3.359012e+005	3.357979e+005	6.716991e+005
0.908591	3.342173e+005	3.341143e+005	6.683315e+005
0.909091	3.325387e+005	3.324361e+005	6.649748e+005
0.909591	3.308656e+005	3.307633e+005	6.616289e+005
0.910091	3.291978e+005	3.290960e+005	6.582937e+005
0.910591	3.275354e+005	3.274340e+005	6.549694e+005
0.911091	3.258785e+005	3.257774e+005	6.516559e+005
0.911591	3.242269e+005	3.241262e+005	6.483531e+005
0.912091	3.225807e+005	3.224803e+005	6.450610e+005
0.912591	3.209398e+005	3.208399e+005	6.417797e+005
0.913091	3.193043e+005	3.192048e+005	6.385091e+005
0.913591	3.176742e+005	3.175750e+005	6.352491e+005
0.914091	3.160493e+005	3.159506e+005	6.319999e+005
0.914591	3.144299e+005	3.143315e+005	6.287613e+005
0.915092	3.128157e+005	3.127177e+005	6.255334e+005
0.915592	3.112069e+005	3.111093e+005	6.223162e+005
0.916092	3.096034e+005	3.095061e+005	6.191095e+005
0.916592	3.080052e+005	3.079083e+005	6.159135e+005
0.917092	3.064123e+005	3.063158e+005	6.127281e+005
0.917592	3.048247e+005	3.047285e+005	6.095532e+005
0.918092	3.032423e+005	3.031466e+005	6.063889e+005
0.918592	3.016653e+005	3.015699e+005	6.032352e+005
0.919092	3.000935e+005	2.999985e+005	6.000919e+005
0.919592	2.985269e+005	2.984323e+005	5.969593e+005
0.920092	2.969657e+005	2.968714e+005	5.938371e+005
0.920592	2.954096e+005	2.953157e+005	5.907254e+005
0.921092	2.938588e+005	2.937653e+005	5.876241e+005
0.921592	2.923133e+005	2.922201e+005	5.845334e+005
0.922092	2.907729e+005	2.906801e+005	5.814531e+005
0.922592	2.892378e+005	2.891454e+005	5.783832e+005
0.923092	2.877079e+005	2.876158e+005	5.753237e+005
0.923592	2.861831e+005	2.860915e+005	5.722746e+005
0.924092	2.846636e+005	2.845723e+005	5.692359e+005
0.924592	2.831493e+005	2.830583e+005	5.662076e+005
0.925093	2.816401e+005	2.815495e+005	5.631896e+005
0.925593	2.801361e+005	2.800459e+005	5.601819e+005
0.926093	2.786372e+005	2.785474e+005	5.571846e+005
0.926593	2.771435e+005	2.770541e+005	5.541976e+005
0.927093	2.756550e+005	2.755659e+005	5.512209e+005
0.927593	2.741716e+005	2.740828e+005	5.482544e+005
0.928093	2.726933e+005	2.726049e+005	5.452982e+005
0.928593	2.712201e+005	2.711321e+005	5.423523e+005
0.929093	2.697521e+005	2.696645e+005	5.394165e+005
0.929593	2.682891e+005	2.682019e+005	5.364910e+005
0.930093	2.668313e+005	2.667444e+005	5.335757e+005
0.930593	2.653786e+005	2.652920e+005	5.306706e+005
0.931093	2.639309e+005	2.638447e+005	5.277756e+005
0.931593	2.624883e+005	2.624025e+005	5.248908e+005
0.932093	2.610508e+005	2.609653e+005	5.220161e+005
0.932593	2.596183e+005	2.595332e+005	5.191515e+005
0.933093	2.581909e+005	2.581062e+005	5.162971e+005
0.933593	2.567685e+005	2.566841e+005	5.134527e+005
0.934093	2.553512e+005	2.552672e+005	5.106184e+005
0.934593	2.539389e+005	2.538552e+005	5.077941e+005
0.935094	2.525316e+005	2.524483e+005	5.049799e+005
0.935594	2.511293e+005	2.510464e+005	5.021757e+005
0.936094	2.497321e+005	2.496495e+005	4.993815e+005
0.936594	2.483398e+005	2.482575e+005	4.965974e+005
0.937094	2.469525e+005	2.468706e+005	4.938231e+005
0.937594	2.455702e+005	2.454887e+005	4.910589e+005
0.938094	2.441929e+005	2.441117e+005	4.883046e+005
0.938594	2.428205e+005	2.427397e+005	4.855602e+005
0.939094	2.414531e+005	2.413726e+005	4.828257e+005
0.939594	2.400907e+005	2.400105e+005	4.801012e+005
0.940094	2.387331e+005	2.386533e+005	4.773865e+005
0.940594	2.373805e+005	2.373011e+005	4.746817e+005
0.941094	2.360329e+005	2.359538e+005	4.719867e+005
0.941594	2.346901e+005	2.346114e+005	4.693015e+005
0.942094	2.333523e+005	2.332739e+005	4.666262e+005
0.942594	2.320194e+005	2.319413e+005	4.639607e+005
0.943094	2.306913e+005	2.306136e+005	4.613049e+005
0.943594	2.293682e+005	2.292908e+005	4.586590e+005
0.944094	2.280499e+005	2.279729e+005	4.560227e+005
0.944594	2.267365e+005	2.266598e+005	4.533963e+005
0.945095	2.254279e+005	2.253516e+005	4.507795e+005
0.945595	2.241242e+005	2.240482e+005	4.481724e+005
0.946095	2.228254e+005	2.227497e+005	4.455751e+005
0.946595	2.215313e+005	2.214560e+005	4.429874e+005
0.947095	2.202421e+005	2.201672e+005	4.404093e+005
0.947595	2.189578e+005	2.188831e+005	4.378409e+005
0.948095	2.176782e+005	2.176039e+005	4.352821e+005
0.948595	2.164034e+005	2.163295e+005	4.327329e+005
0.949095	2.151335e+005	2.150599e+005	4.301933e+005
0.949595	2.138683e+005	2.137950e+005	4.276633e+005
0.950095	2.126079e+005	2.125350e+005	4.251429e+005
0.950595	2.113523e+005	2.112797e+005	4.226319e+005
0.951095	2.101014e+005	2.100291e+005	4.201305e+005
0.951595	2.088553e+005	2.087834e+005	4.176387e+005
0.952095	2.076139e+005	2.075423e+005	4.151563e+005
0.952595	2.063773e+005	2.063060e+005	4.126833e+005
0.953095	2.051454e+005	2.050745e+005	4.102199e+005
0.953595	2.039182e+005	2.038476e+005	4.077659e+005
0.954095	2.026958e+005	2.026255e+005	4.053213e+005
0.954595	2.014780e+005	2.014081e+005	4.028861e+005
0.955096	2.002650e+005	2.001953e+005	4.004603e+005
0.955596	1.990566e+005	1.989873e+005	3.980439e+005
0.956096	1.978529e+005	1.977839e+005	3.956368e+005
0.956596	1.966539e+005	1.965853e+005	3.932391e+005
0.957096	1.954595e+005	1.953912e+005	3.908507e+005
0.957596	1.942698e+005	1.942019e+005	3.884717e+005
0.958096	1.930848e+005	1.930171e+005	3.861019e+005
0.958596	1.919044e+005	1.918370e+005	3.837414e+005
0.959096	1.907286e+005	1.906616e+005	3.813902e+005
0.959596	1.895574e+005	1.894907e+005	3.790482e+005
0.960096	1.883909e+005	1.883245e+005	3.767154e+005
0.960596	1.872289e+005	1.871629e+005	3.743918e+005
0.961096	1.860716e+005	1.860059e+005	3.720775e+005
0.961596	1.849188e+005	1.848535e+005	3.697723e+005
0.962096	1.837707e+005	1.837056e+005	3.674763e+005
0.962596	1.826271e+005	1.825623e+005	3.651894e+005
0.963096	1.814880e+005	1.814236e+005	3.629116e+005
0.963596	1.803535e+005	1.802894e+005	3.606430e+005
0.964096	1.792236e+005	1.791598e+005	3.583834e+005
0.964596	1.780982e+005	1.780348e+005	3.561330e+005
0.965097	1.769774e+005	1.769142e+005	3.538916e+005
0.965597	1.758610e+005	1.757982e+005	3.516592e+005
0.966097	1.747492e+005	1.746867e+005	3.494359e+005
0.966597	1.736419e+005	1.735797e+005	3.472215e+005
0.967097	1.725390e+005	1.724772e+005	3.450162e+005
0.967597	1.714407e+005	1.713791e+005	3.428198e+005
0.968097	1.703469e+005	1.702856e+005	3.406325e+005
0.968597	1.692575e+005	1.691965e+005	3.384540e+005
0.969097	1.681726e+005	1.681119e+005	3.362845e+005
0.969597	1.670921e+005	1.670318e+005	3.341238e+005
0.970097	1.660161e+005	1.659560e+005	3.319721e+005
0.970597	1.649445e+005	1.648848e+005	3.298293e+005
0.971097	1.638773e+005	1.638179e+005	3.276953e+005
0.971597	1.628146e+005	1.627555e+005	3.255701e+005
0.972097	1.617563e+005	1.616975e+005	3.234538e+005
0.972597	1.607024e+005	1.606439e+005	3.213463e+005
0.973097	1.596529e+005	1.595947e+005	3.192476e+005
0.973597	1.586077e+005	1.585499e+005	3.171576e+005
0.974097	1.575670e+005	1.575094e+005	3.150764e+005
0.974597	1.565306e+005	1.564733e+005	3.130040e+005
0.975098	1.554986e+005	1.554416e+005	3.109402e+005
0.975598	1.544709e+005	1.544143e+005	3.088852e+005
0.976098	1.534476e+005	1.533912e+005	3.068389e+005
0.976598	1.524286e+005	1.523726e+005	3.048012e+005
0.977098	1.514140e+005	1.513582e+005	3.027722e+005
0.977598	1.504036e+005	1.503482e+005	3.007518e+005
0.978098	1.493976e+005	1.493424e+005	2.987401e+005
0.978598	1.483959e+005	1.483410e+005	2.967369e+005
0.979098	1.473985e+005	1.473439e+005	2.947424e+005
0.979598	1.464053e+005	1.463510e+005	2.927564e+005
0.980098	1.454165e+005	1.453625e+005	2.907789e+005
0.980598	1.444319e+005	1.443782e+005	2.888100e+005
0.981098	1.434515e+005	1.433981e+005	2.868496e+005
0.981598	1.424755e+005	1.424223e+005	2.848978e+005
0.982098	1.415036e+005	1.414508e+005	2.829544e+005
0.982598	1.405360e+005	1.404834e+005	2.810194e+005
0.983098	1.395726e+005	1.395204e+005	2.790930e+005
0.983598	1.386134e+005	1.385615e+005	2.771749e+005
0.984098	1.376585e+005	1.376068e+005	2.752653e+005
0.984598	1.367077e+005	1.366563e+005	2.733641e+005
0.985099	1.357612e+005	1.357101e+005	2.714712e+005
0.985599	1.348188e+005	1.347680e+005	2.695867e+005
0.986099	1.338806e+005	1.338300e+005	2.677106e+005
0.986599	1.329465e+005	1.328963e+005	2.658428e+005
0.987099	1.320166e+005	1.319667e+005	2.639833e+005
0.987599	1.310909e+005	1.310412e+005	2.621321e+005
0.988099	1.301693e+005	1.301199e+005	2.602892e+005
0.988599	1.292518e+005	1.292027e+005	2.584545e+005
0.989099	1.283385e+005	1.282896e+005	2.566281e+005
0.989599	1.274293e+005	1.273807e+005	2.548100e+005
0.990099	1.265241e+005	1.264758e+005	2.530000e+005
0.990599	1.256231e+005	1.255751e+005	2.511982e+005
0.991099	1.247262e+005	1.246784e+005	2.494046e+005
0.991599	1.238333e+005	1.237858e+005	2.476192e+005
0.992099	1.229445e+005	1.228973e+005	2.458418e+005
0.992599	1.220598e+005	1.220129e+005	2.440727e+005
0.993099	1.211791e+005	1.211325e+005	2.423116e+005
0.993599	1.203025e+005	1.202561e+005	2.405586e+005
0.994099	1.194299e+005	1.193838e+005	2.388137e+005
0.994599	1.185613e+005	1.185155e+005	2.370768e+005
0.995100	1.176968e+005	1.176512e+005	2.353480e+005
0.995600	1.168362e+005	1.167910e+005	2.336272e+005
0.996100	1.159797e+005	1.159347e+005	2.319144e+005
0.996600	1.151272e+005	1.150824e+005	2.302096e+005
0.997100	1.142786e+005	1.142341e+005	2.285128e+005
0.997600	1.134340e+005	1.133898e+005	2.268239e+005
0.998100	1.125934e+005	1.125495e+005	2.251429e+005
0.998600	1.117568e+005	1.117131e+005	2.234699e+005
0.999100	1.109241e+005	1.108807e+005	2.218047e+005
0.999600	1.100953e+005	1.100522e+005	2.201475e+005
1.000100	1.092705e+005	1.092276e+005	2.184981e+005
1.000600	1.084496e+005	1.084070e+005	2.168565e+005
1.001100	1.076326e+005	1.075902e+005	2.152228e+005
1.001600	1.068195e+005	1.067774e+005	2.135969e+005
1.002100	1.060103e+005	1.059685e+005	2.119788e+005
1.002600	1.052050e+005	1.051634e+005	2.103685e+005
1.003100	1.044036e+005	1.043623e+005	2.087659e+005
1.003600	1.036061e+005	1.035650e+005	2.071711e+005
1.004100	1.028124e+005	1.027716e+005	2.055840e+005
1.004600	1.020226e+005	1.019820e+005	2.040046e+005
1.005101	1.012366e+005	1.011963e+005	2.024329e+005
1.005601	1.004544e+005	1.004144e+005	2.008688e+005
1.006101	9.967613e+004	9.963635e+004	1.993125e+005
1.006601	9.890163e+004	9.886211e+004	1.977637e+005
1.007101	9.813095e+004	9.809168e+004	1.962226e+005
1.007601	9.736407e+004	9.732505e+004	1.946891e+005
1.008101	9.660099e+004	9.656222e+004	1.931632e+005
1.008601	9.584169e+004	9.580317e+004	1.916449e+005
1.009101	9.508617e+004	9.504789e+004	1.901341e+005
1.009601	9.433441e+004	9.429639e+004	1.886308e+005
1.010101	9.358642e+004	9.354864e+004	1.871351e+005
1.010601	9.284217e+004	9.280464e+004	1.856468e+005
1.011101	9.210167e+004	9.206438e+004	1.841661e+005
1.011601	9.136490e+004	9.132786e+004	1.826928e+005
1.012101	9.063185e+004	9.059506e+004	1.812269e+005
1.012601	8.990252e+004	8.986597e+004	1.797685e+005
1.013101	8.917690e+004	8.914059e+004	1.783175e+005
1.013601	8.845498e+004	8.841891e+004	1.768739e+005
1.014101	8.773674e+004	8.770091e+004	1.754377e+005
1.014601	8.702219e+004	8.698660e+004	1.740088e+005
1.015102	8.631131e+004	8.627596e+004	1.725873e+005
1.015602	8.560409e+004	8.556898e+004	1.711731e+005
1.016102	8.490053e+004	8.486566e+004	1.697662e+005
1.016602	8.420061e+004	8.416598e+004	1.683666e+005
1.017102	8.350434e+004	8.346993e+004	1.669743e+005
1.017602	8.281169e+004	8.277752e+004	1.655892e+005
1.018102	8.212266e+004	8.208872e+004	1.642114e+005
1.018602	8.143724e+004	8.140354e+004	1.628408e+005
1.019102	8.075542e+004	8.072196e+004	1.614774e+005
1.019602	8.007720e+004	8.004397e+004	1.601212e+005
1.020102	7.940257e+004	7.936956e+004	1.587721e+005
1.020602	7.873151e+004	7.869874e+004	1.574302e+005
1.021102	7.806402e+004	7.803148e+004	1.560955e+005
1.021602	7.740009e+004	7.736777e+004	1.547679e+005
1.022102	7.673971e+004	7.670762e+004	1.534473e+005
1.022602	7.608287e+004	7.605101e+004	1.521339e+005
1.023102	7.542956e+004	7.539793e+004	1.508275e+005
1.023602	7.477978e+004	7.474837e+004	1.495282e+005
1.024102	7.413352e+004	7.410233e+004	1.482359e+005
1.024602	7.349076e+004	7.345980e+004	1.469506e+005
1.025103	7.285150e+004	7.282076e+004	1.456723e+005
1.025603	7.221573e+004	7.218522e+004	1.444009e+005
1.026103	7.158344e+004	7.155315e+004	1.431366e+005
