Angle(Deg)	I1	I2	Itotal
2.230723	8.537591e+003	8.524845e+003	1.706244e+004
2.231223	8.556640e+003	8.543856e+003	1.710050e+004
2.231723	8.575630e+003	8.562809e+003	1.713844e+004
2.232223	8.594561e+003	8.581702e+003	1.717626e+004
2.232723	8.613432e+003	8.600536e+003	1.721397e+004
2.233223	8.632243e+003	8.619310e+003	1.725155e+004
2.233723	8.650994e+003	8.638023e+003	1.728902e+004
2.234223	8.669684e+003	8.656677e+003	1.732636e+004
2.234723	8.688314e+003	8.675269e+003	1.736358e+004
2.235224	8.706883e+003	8.693801e+003	1.740068e+004
2.235724	8.725390e+003	8.712271e+003	1.743766e+004
2.236224	8.743836e+003	8.730680e+003	1.747452e+004
2.236724	8.762221e+003	8.749028e+003	1.751125e+004
2.237224	8.780543e+003	8.767313e+003	1.754786e+004
2.237724	8.798803e+003	8.785536e+003	1.758434e+004
2.238224	8.817001e+003	8.803697e+003	1.762070e+004
2.238724	8.835136e+003	8.821796e+003	1.765693e+004
2.239224	8.853208e+003	8.839831e+003	1.769304e+004
2.239724	8.871216e+003	8.857803e+003	1.772902e+004
2.240224	8.889162e+003	8.875712e+003	1.776487e+004
2.240724	8.907043e+003	8.893557e+003	1.780060e+004
2.241224	8.924861e+003	8.911339e+003	1.783620e+004
2.241724	8.942614e+003	8.929056e+003	1.787167e+004
2.242224	8.960304e+003	8.946709e+003	1.790701e+004
2.242724	8.977928e+003	8.964297e+003	1.794223e+004
2.243224	8.995488e+003	8.981821e+003	1.797731e+004
2.243724	9.012983e+003	8.999280e+003	1.801226e+004
2.244224	9.030412e+003	9.016673e+003	1.804708e+004
2.244724	9.047776e+003	9.034001e+003	1.808178e+004
2.245225	9.065074e+003	9.051263e+003	1.811634e+004
2.245725	9.082306e+003	9.068460e+003	1.815077e+004
2.246225	9.099471e+003	9.085590e+003	1.818506e+004
2.246725	9.116571e+003	9.102654e+003	1.821922e+004
2.247225	9.133604e+003	9.119651e+003	1.825325e+004
2.247725	9.150569e+003	9.136581e+003	1.828715e+004
2.248225	9.167468e+003	9.153445e+003	1.832091e+004
2.248725	9.184300e+003	9.170241e+003	1.835454e+004
2.249225	9.201064e+003	9.186970e+003	1.838803e+004
2.249725	9.217760e+003	9.203631e+003	1.842139e+004
2.250225	9.234388e+003	9.220224e+003	1.845461e+004
2.250725	9.250948e+003	9.236749e+003	1.848770e+004
2.251225	9.267440e+003	9.253206e+003	1.852065e+004
2.251725	9.283863e+003	9.269594e+003	1.855346e+004
2.252225	9.300217e+003	9.285914e+003	1.858613e+004
2.252725	9.316503e+003	9.302165e+003	1.861867e+004
2.253225	9.332719e+003	9.318346e+003	1.865107e+004
2.253725	9.348866e+003	9.334459e+003	1.868332e+004
2.254225	9.364943e+003	9.350502e+003	1.871544e+004
2.254725	9.380951e+003	9.366475e+003	1.874743e+004
2.255226	9.396888e+003	9.382378e+003	1.877927e+004
2.255726	9.412755e+003	9.398211e+003	1.881097e+004
2.256226	9.428552e+003	9.413974e+003	1.884253e+004
2.256726	9.444279e+003	9.429666e+003	1.887395e+004
2.257226	9.459934e+003	9.445288e+003	1.890522e+004
2.257726	9.475519e+003	9.460839e+003	1.893636e+004
2.258226	9.491033e+003	9.476319e+003	1.896735e+004
2.258726	9.506475e+003	9.491727e+003	1.899820e+004
2.259226	9.521846e+003	9.507064e+003	1.902891e+004
2.259726	9.537145e+003	9.522330e+003	1.905947e+004
2.260226	9.552372e+003	9.537524e+003	1.908990e+004
2.260726	9.567527e+003	9.552645e+003	1.912017e+004
2.261226	9.582610e+003	9.567695e+003	1.915030e+004
2.261726	9.597620e+003	9.582672e+003	1.918029e+004
2.262226	9.612558e+003	9.597577e+003	1.921014e+004
2.262726	9.627423e+003	9.612409e+003	1.923983e+004
2.263226	9.642215e+003	9.627168e+003	1.926938e+004
2.263726	9.656934e+003	9.641855e+003	1.929879e+004
2.264226	9.671580e+003	9.656468e+003	1.932805e+004
2.264726	9.686152e+003	9.671007e+003	1.935716e+004
2.265227	9.700651e+003	9.685473e+003	1.938612e+004
2.265727	9.715076e+003	9.699866e+003	1.941494e+004
2.266227	9.729427e+003	9.714184e+003	1.944361e+004
2.266727	9.743704e+003	9.728429e+003	1.947213e+004
2.267227	9.757906e+003	9.742599e+003	1.950051e+004
2.267727	9.772034e+003	9.756695e+003	1.952873e+004
2.268227	9.786088e+003	9.770717e+003	1.955680e+004
2.268727	9.800067e+003	9.784664e+003	1.958473e+004
2.269227	9.813970e+003	9.798536e+003	1.961251e+004
2.269727	9.827799e+003	9.812333e+003	1.964013e+004
2.270227	9.841553e+003	9.826055e+003	1.966761e+004
2.270727	9.855231e+003	9.839701e+003	1.969493e+004
2.271227	9.868833e+003	9.853272e+003	1.972211e+004
2.271727	9.882360e+003	9.866768e+003	1.974913e+004
2.272227	9.895811e+003	9.880188e+003	1.977600e+004
2.272727	9.909187e+003	9.893532e+003	1.980272e+004
2.273227	9.922486e+003	9.906800e+003	1.982929e+004
2.273727	9.935708e+003	9.919992e+003	1.985570e+004
2.274227	9.948855e+003	9.933107e+003	1.988196e+004
2.274727	9.961924e+003	9.946146e+003	1.990807e+004
2.275228	9.974917e+003	9.959109e+003	1.993403e+004
2.275728	9.987834e+003	9.971994e+003	1.995983e+004
2.276228	1.000067e+004	9.984803e+003	1.998548e+004
2.276728	1.001344e+004	9.997535e+003	2.001097e+004
2.277228	1.002612e+004	1.001019e+004	2.003631e+004
2.277728	1.003873e+004	1.002277e+004	2.006149e+004
2.278228	1.005126e+004	1.003527e+004	2.008652e+004
2.278728	1.006371e+004	1.004769e+004	2.011140e+004
2.279228	1.007608e+004	1.006003e+004	2.013612e+004
2.279728	1.008838e+004	1.007230e+004	2.016068e+004
2.280228	1.010060e+004	1.008449e+004	2.018509e+004
2.280728	1.011274e+004	1.009660e+004	2.020934e+004
2.281228	1.012480e+004	1.010863e+004	2.023344e+004
2.281728	1.013679e+004	1.012059e+004	2.025738e+004
2.282228	1.014869e+004	1.013247e+004	2.028116e+004
2.282728	1.016052e+004	1.014426e+004	2.030478e+004
2.283228	1.017227e+004	1.015598e+004	2.032825e+004
2.283728	1.018394e+004	1.016762e+004	2.035156e+004
2.284228	1.019553e+004	1.017919e+004	2.037471e+004
2.284728	1.020704e+004	1.019067e+004	2.039771e+004
2.285229	1.021847e+004	1.020207e+004	2.042054e+004
2.285729	1.022982e+004	1.021340e+004	2.044322e+004
2.286229	1.024110e+004	1.022464e+004	2.046574e+004
2.286729	1.025229e+004	1.023581e+004	2.048810e+004
2.287229	1.026341e+004	1.024689e+004	2.051030e+004
2.287729	1.027444e+004	1.025790e+004	2.053234e+004
2.288229	1.028540e+004	1.026883e+004	2.055422e+004
2.288729	1.029627e+004	1.027967e+004	2.057594e+004
2.289229	1.030707e+004	1.029044e+004	2.059751e+004
2.289729	1.031778e+004	1.030113e+004	2.061891e+004
2.290229	1.032841e+004	1.031173e+004	2.064015e+004
2.290729	1.033897e+004	1.032226e+004	2.066123e+004
2.291229	1.034944e+004	1.033271e+004	2.068215e+004
2.291729	1.035984e+004	1.034307e+004	2.070291e+004
2.292229	1.037015e+004	1.035336e+004	2.072351e+004
2.292729	1.038038e+004	1.036356e+004	2.074394e+004
2.293229	1.039053e+004	1.037369e+004	2.076422e+004
2.293729	1.040060e+004	1.038373e+004	2.078433e+004
2.294229	1.041059e+004	1.039370e+004	2.080429e+004
2.294729	1.042050e+004	1.040358e+004	2.082408e+004
2.295230	1.043033e+004	1.041338e+004	2.084370e+004
2.295730	1.044007e+004	1.042310e+004	2.086317e+004
2.296230	1.044974e+004	1.043274e+004	2.088247e+004
2.296730	1.045932e+004	1.044229e+004	2.090161e+004
2.297230	1.046882e+004	1.045177e+004	2.092059e+004
2.297730	1.047824e+004	1.046116e+004	2.093941e+004
2.298230	1.048758e+004	1.047048e+004	2.095806e+004
2.298730	1.049684e+004	1.047971e+004	2.097655e+004
2.299230	1.050601e+004	1.048886e+004	2.099487e+004
2.299730	1.051511e+004	1.049793e+004	2.101304e+004
2.300230	1.052412e+004	1.050691e+004	2.103103e+004
2.300730	1.053305e+004	1.051582e+004	2.104887e+004
2.301230	1.054190e+004	1.052464e+004	2.106654e+004
2.301730	1.055066e+004	1.053338e+004	2.108405e+004
2.302230	1.055935e+004	1.054204e+004	2.110139e+004
2.302730	1.056795e+004	1.055062e+004	2.111857e+004
2.303230	1.057647e+004	1.055911e+004	2.113558e+004
2.303730	1.058490e+004	1.056753e+004	2.115243e+004
2.304230	1.059326e+004	1.057586e+004	2.116911e+004
2.304730	1.060153e+004	1.058410e+004	2.118563e+004
2.305231	1.060972e+004	1.059227e+004	2.120199e+004
2.305731	1.061783e+004	1.060035e+004	2.121818e+004
2.306231	1.062585e+004	1.060835e+004	2.123420e+004
2.306731	1.063379e+004	1.061627e+004	2.125006e+004
2.307231	1.064165e+004	1.062411e+004	2.126576e+004
2.307731	1.064943e+004	1.063186e+004	2.128129e+004
2.308231	1.065712e+004	1.063953e+004	2.129665e+004
2.308731	1.066473e+004	1.064712e+004	2.131185e+004
2.309231	1.067226e+004	1.065462e+004	2.132688e+004
2.309731	1.067971e+004	1.066204e+004	2.134175e+004
2.310231	1.068707e+004	1.066938e+004	2.135645e+004
2.310731	1.069435e+004	1.067664e+004	2.137098e+004
2.311231	1.070154e+004	1.068381e+004	2.138535e+004
2.311731	1.070865e+004	1.069090e+004	2.139956e+004
2.312231	1.071568e+004	1.069791e+004	2.141359e+004
2.312731	1.072263e+004	1.070483e+004	2.142746e+004
2.313231	1.072949e+004	1.071167e+004	2.144117e+004
2.313731	1.073627e+004	1.071843e+004	2.145471e+004
2.314231	1.074297e+004	1.072511e+004	2.146808e+004
2.314731	1.074958e+004	1.073170e+004	2.148128e+004
2.315232	1.075611e+004	1.073821e+004	2.149432e+004
2.315732	1.076256e+004	1.074463e+004	2.150719e+004
2.316232	1.076892e+004	1.075098e+004	2.151990e+004
2.316732	1.077520e+004	1.075723e+004	2.153244e+004
2.317232	1.078140e+004	1.076341e+004	2.154481e+004
2.317732	1.078751e+004	1.076950e+004	2.155701e+004
2.318232	1.079354e+004	1.077551e+004	2.156905e+004
2.318732	1.079949e+004	1.078144e+004	2.158092e+004
2.319232	1.080535e+004	1.078728e+004	2.159263e+004
2.319732	1.081113e+004	1.079304e+004	2.160416e+004
2.320232	1.081682e+004	1.079871e+004	2.161554e+004
2.320732	1.082244e+004	1.080430e+004	2.162674e+004
2.321232	1.082796e+004	1.080981e+004	2.163778e+004
2.321732	1.083341e+004	1.081524e+004	2.164865e+004
2.322232	1.083877e+004	1.082058e+004	2.165935e+004
2.322732	1.084405e+004	1.082584e+004	2.166988e+004
2.323232	1.084924e+004	1.083101e+004	2.168025e+004
2.323732	1.085435e+004	1.083610e+004	2.169045e+004
2.324232	1.085938e+004	1.084111e+004	2.170049e+004
2.324732	1.086432e+004	1.084603e+004	2.171035e+004
2.325233	1.086918e+004	1.085087e+004	2.172005e+004
2.325733	1.087396e+004	1.085563e+004	2.172959e+004
2.326233	1.087865e+004	1.086030e+004	2.173895e+004
2.326733	1.088326e+004	1.086489e+004	2.174815e+004
2.327233	1.088778e+004	1.086940e+004	2.175718e+004
2.327733	1.089222e+004	1.087382e+004	2.176604e+004
2.328233	1.089658e+004	1.087816e+004	2.177474e+004
2.328733	1.090085e+004	1.088242e+004	2.178327e+004
2.329233	1.090504e+004	1.088659e+004	2.179163e+004
2.329733	1.090915e+004	1.089068e+004	2.179983e+004
2.330233	1.091317e+004	1.089468e+004	2.180786e+004
2.330733	1.091711e+004	1.089861e+004	2.181572e+004
2.331233	1.092097e+004	1.090244e+004	2.182341e+004
2.331733	1.092474e+004	1.090620e+004	2.183094e+004
2.332233	1.092843e+004	1.090987e+004	2.183830e+004
2.332733	1.093204e+004	1.091346e+004	2.184550e+004
2.333233	1.093556e+004	1.091697e+004	2.185252e+004
2.333733	1.093900e+004	1.092039e+004	2.185938e+004
2.334233	1.094235e+004	1.092373e+004	2.186608e+004
2.334733	1.094562e+004	1.092698e+004	2.187260e+004
2.335234	1.094881e+004	1.093015e+004	2.187896e+004
2.335734	1.095191e+004	1.093324e+004	2.188516e+004
2.336234	1.095494e+004	1.093625e+004	2.189118e+004
2.336734	1.095787e+004	1.093917e+004	2.189704e+004
2.337234	1.096073e+004	1.094201e+004	2.190273e+004
2.337734	1.096350e+004	1.094476e+004	2.190826e+004
2.338234	1.096619e+004	1.094743e+004	2.191362e+004
2.338734	1.096879e+004	1.095002e+004	2.191882e+004
2.339234	1.097131e+004	1.095253e+004	2.192384e+004
2.339734	1.097375e+004	1.095495e+004	2.192871e+004
2.340234	1.097611e+004	1.095729e+004	2.193340e+004
2.340734	1.097838e+004	1.095955e+004	2.193793e+004
2.341234	1.098057e+004	1.096173e+004	2.194229e+004
2.341734	1.098267e+004	1.096382e+004	2.194649e+004
2.342234	1.098470e+004	1.096583e+004	2.195052e+004
2.342734	1.098664e+004	1.096775e+004	2.195439e+004
2.343234	1.098849e+004	1.096959e+004	2.195809e+004
2.343734	1.099027e+004	1.097135e+004	2.196162e+004
2.344234	1.099196e+004	1.097303e+004	2.196499e+004
2.344734	1.099357e+004	1.097463e+004	2.196820e+004
2.345235	1.099509e+004	1.097614e+004	2.197123e+004
2.345735	1.099654e+004	1.097757e+004	2.197411e+004
2.346235	1.099790e+004	1.097892e+004	2.197681e+004
2.346735	1.099918e+004	1.098018e+004	2.197936e+004
2.347235	1.100037e+004	1.098136e+004	2.198173e+004
2.347735	1.100148e+004	1.098246e+004	2.198395e+004
2.348235	1.100251e+004	1.098348e+004	2.198600e+004
2.348735	1.100346e+004	1.098442e+004	2.198788e+004
2.349235	1.100433e+004	1.098527e+004	2.198960e+004
2.349735	1.100511e+004	1.098604e+004	2.199115e+004
2.350235	1.100581e+004	1.098673e+004	2.199254e+004
2.350735	1.100643e+004	1.098734e+004	2.199377e+004
2.351235	1.100697e+004	1.098786e+004	2.199483e+004
2.351735	1.100742e+004	1.098831e+004	2.199573e+004
2.352235	1.100780e+004	1.098867e+004	2.199647e+004
2.352735	1.100809e+004	1.098895e+004	2.199704e+004
2.353235	1.100830e+004	1.098915e+004	2.199745e+004
2.353735	1.100843e+004	1.098926e+004	2.199769e+004
2.354235	1.100847e+004	1.098930e+004	2.199777e+004
2.354735	1.100844e+004	1.098925e+004	2.199769e+004
2.355236	1.100832e+004	1.098912e+004	2.199744e+004
2.355736	1.100812e+004	1.098891e+004	2.199703e+004
2.356236	1.100784e+004	1.098862e+004	2.199646e+004
2.356736	1.100748e+004	1.098825e+004	2.199573e+004
2.357236	1.100703e+004	1.098780e+004	2.199483e+004
2.357736	1.100651e+004	1.098727e+004	2.199378e+004
2.358236	1.100591e+004	1.098665e+004	2.199256e+004
2.358736	1.100522e+004	1.098595e+004	2.199117e+004
2.359236	1.100445e+004	1.098518e+004	2.198963e+004
2.359736	1.100360e+004	1.098432e+004	2.198792e+004
2.360236	1.100268e+004	1.098338e+004	2.198606e+004
2.360736	1.100167e+004	1.098236e+004	2.198403e+004
2.361236	1.100058e+004	1.098126e+004	2.198184e+004
2.361736	1.099940e+004	1.098008e+004	2.197949e+004
2.362236	1.099815e+004	1.097882e+004	2.197698e+004
2.362736	1.099682e+004	1.097748e+004	2.197431e+004
2.363236	1.099541e+004	1.097606e+004	2.197147e+004
2.363736	1.099392e+004	1.097456e+004	2.196848e+004
2.364236	1.099234e+004	1.097298e+004	2.196533e+004
2.364736	1.099069e+004	1.097132e+004	2.196202e+004
2.365237	1.098896e+004	1.096958e+004	2.195854e+004
2.365737	1.098715e+004	1.096776e+004	2.195491e+004
2.366237	1.098526e+004	1.096586e+004	2.195112e+004
2.366737	1.098328e+004	1.096388e+004	2.194717e+004
2.367237	1.098123e+004	1.096183e+004	2.194306e+004
2.367737	1.097910e+004	1.095969e+004	2.193879e+004
2.368237	1.097689e+004	1.095747e+004	2.193436e+004
2.368737	1.097460e+004	1.095517e+004	2.192978e+004
2.369237	1.097223e+004	1.095280e+004	2.192503e+004
2.369737	1.096979e+004	1.095035e+004	2.192013e+004
2.370237	1.096726e+004	1.094781e+004	2.191507e+004
2.370737	1.096465e+004	1.094520e+004	2.190986e+004
2.371237	1.096197e+004	1.094251e+004	2.190448e+004
2.371737	1.095921e+004	1.093974e+004	2.189895e+004
2.372237	1.095637e+004	1.093689e+004	2.189326e+004
2.372737	1.095345e+004	1.093397e+004	2.188741e+004
2.373237	1.095045e+004	1.093096e+004	2.188141e+004
2.373737	1.094737e+004	1.092788e+004	2.187525e+004
2.374237	1.094422e+004	1.092472e+004	2.186894e+004
2.374737	1.094098e+004	1.092149e+004	2.186247e+004
2.375238	1.093767e+004	1.091817e+004	2.185584e+004
2.375738	1.093429e+004	1.091478e+004	2.184906e+004
2.376238	1.093082e+004	1.091131e+004	2.184212e+004
2.376738	1.092728e+004	1.090776e+004	2.183503e+004
2.377238	1.092365e+004	1.090413e+004	2.182779e+004
2.377738	1.091996e+004	1.090043e+004	2.182039e+004
2.378238	1.091618e+004	1.089665e+004	2.181283e+004
2.378738	1.091233e+004	1.089279e+004	2.180512e+004
2.379238	1.090840e+004	1.088886e+004	2.179726e+004
2.379738	1.090439e+004	1.088485e+004	2.178924e+004
2.380238	1.090031e+004	1.088076e+004	2.178107e+004
2.380738	1.089615e+004	1.087660e+004	2.177275e+004
2.381238	1.089191e+004	1.087236e+004	2.176427e+004
2.381738	1.088760e+004	1.086804e+004	2.175564e+004
2.382238	1.088321e+004	1.086365e+004	2.174686e+004
2.382738	1.087874e+004	1.085918e+004	2.173793e+004
2.383238	1.087420e+004	1.085464e+004	2.172884e+004
2.383738	1.086959e+004	1.085002e+004	2.171961e+004
2.384238	1.086489e+004	1.084533e+004	2.171022e+004
2.384738	1.086013e+004	1.084056e+004	2.170068e+004
2.385239	1.085528e+004	1.083571e+004	2.169099e+004
2.385739	1.085036e+004	1.083079e+004	2.168115e+004
2.386239	1.084537e+004	1.082579e+004	2.167116e+004
2.386739	1.084030e+004	1.082072e+004	2.166102e+004
2.387239	1.083516e+004	1.081558e+004	2.165073e+004
2.387739	1.082994e+004	1.081036e+004	2.164029e+004
2.388239	1.082464e+004	1.080506e+004	2.162970e+004
2.388739	1.081927e+004	1.079969e+004	2.161897e+004
2.389239	1.081383e+004	1.079425e+004	2.160808e+004
2.389739	1.080831e+004	1.078873e+004	2.159704e+004
2.390239	1.080272e+004	1.078314e+004	2.158586e+004
2.390739	1.079706e+004	1.077747e+004	2.157453e+004
2.391239	1.079132e+004	1.077173e+004	2.156305e+004
2.391739	1.078551e+004	1.076592e+004	2.155143e+004
2.392239	1.077962e+004	1.076004e+004	2.153966e+004
2.392739	1.077366e+004	1.075408e+004	2.152774e+004
2.393239	1.076763e+004	1.074804e+004	2.151567e+004
2.393739	1.076152e+004	1.074194e+004	2.150346e+004
2.394239	1.075534e+004	1.073576e+004	2.149110e+004
2.394739	1.074909e+004	1.072951e+004	2.147860e+004
2.395240	1.074277e+004	1.072319e+004	2.146596e+004
2.395740	1.073637e+004	1.071679e+004	2.145316e+004
2.396240	1.072990e+004	1.071032e+004	2.144023e+004
2.396740	1.072336e+004	1.070378e+004	2.142714e+004
2.397240	1.071675e+004	1.069717e+004	2.141392e+004
2.397740	1.071006e+004	1.069049e+004	2.140055e+004
2.398240	1.070331e+004	1.068373e+004	2.138704e+004
2.398740	1.069648e+004	1.067690e+004	2.137338e+004
2.399240	1.068958e+004	1.067001e+004	2.135959e+004
2.399740	1.068261e+004	1.066304e+004	2.134564e+004
2.400240	1.067556e+004	1.065600e+004	2.133156e+004
2.400740	1.066845e+004	1.064889e+004	2.131734e+004
2.401240	1.066127e+004	1.064170e+004	2.130297e+004
2.401740	1.065401e+004	1.063445e+004	2.128847e+004
2.402240	1.064669e+004	1.062713e+004	2.127382e+004
2.402740	1.063929e+004	1.061974e+004	2.125903e+004
2.403240	1.063183e+004	1.061227e+004	2.124410e+004
2.403740	1.062429e+004	1.060474e+004	2.122903e+004
2.404240	1.061669e+004	1.059714e+004	2.121383e+004
2.404740	1.060901e+004	1.058947e+004	2.119848e+004
2.405241	1.060127e+004	1.058173e+004	2.118299e+004
2.405741	1.059345e+004	1.057392e+004	2.116737e+004
2.406241	1.058557e+004	1.056604e+004	2.115161e+004
2.406741	1.057762e+004	1.055809e+004	2.113571e+004
2.407241	1.056959e+004	1.055007e+004	2.111967e+004
2.407741	1.056150e+004	1.054199e+004	2.110349e+004
2.408241	1.055335e+004	1.053383e+004	2.108718e+004
2.408741	1.054512e+004	1.052561e+004	2.107073e+004
2.409241	1.053683e+004	1.051732e+004	2.105415e+004
2.409741	1.052846e+004	1.050896e+004	2.103743e+004
2.410241	1.052003e+004	1.050054e+004	2.102057e+004
2.410741	1.051153e+004	1.049205e+004	2.100358e+004
2.411241	1.050297e+004	1.048349e+004	2.098645e+004
2.411741	1.049434e+004	1.047486e+004	2.096919e+004
2.412241	1.048564e+004	1.046616e+004	2.095180e+004
2.412741	1.047687e+004	1.045740e+004	2.093427e+004
2.413241	1.046804e+004	1.044857e+004	2.091661e+004
2.413741	1.045914e+004	1.043968e+004	2.089882e+004
2.414241	1.045017e+004	1.043072e+004	2.088089e+004
2.414741	1.044114e+004	1.042169e+004	2.086283e+004
2.415242	1.043204e+004	1.041260e+004	2.084464e+004
2.415742	1.042287e+004	1.040344e+004	2.082632e+004
2.416242	1.041364e+004	1.039422e+004	2.080786e+004
2.416742	1.040435e+004	1.038493e+004	2.078928e+004
2.417242	1.039499e+004	1.037558e+004	2.077056e+004
2.417742	1.038556e+004	1.036616e+004	2.075172e+004
2.418242	1.037607e+004	1.035667e+004	2.073274e+004
2.418742	1.036651e+004	1.034712e+004	2.071364e+004
2.419242	1.035689e+004	1.033751e+004	2.069440e+004
2.419742	1.034721e+004	1.032783e+004	2.067504e+004
2.420242	1.033746e+004	1.031809e+004	2.065555e+004
2.420742	1.032764e+004	1.030829e+004	2.063593e+004
2.421242	1.031777e+004	1.029842e+004	2.061619e+004
2.421742	1.030783e+004	1.028849e+004	2.059631e+004
2.422242	1.029782e+004	1.027849e+004	2.057631e+004
2.422742	1.028776e+004	1.026843e+004	2.055619e+004
2.423242	1.027763e+004	1.025831e+004	2.053594e+004
2.423742	1.026743e+004	1.024813e+004	2.051556e+004
2.424242	1.025718e+004	1.023788e+004	2.049506e+004
2.424742	1.024686e+004	1.022757e+004	2.047443e+004
2.425243	1.023648e+004	1.021720e+004	2.045368e+004
2.425743	1.022603e+004	1.020677e+004	2.043280e+004
2.426243	1.021553e+004	1.019627e+004	2.041180e+004
2.426743	1.020496e+004	1.018571e+004	2.039068e+004
2.427243	1.019434e+004	1.017510e+004	2.036943e+004
2.427743	1.018365e+004	1.016442e+004	2.034806e+004
2.428243	1.017290e+004	1.015368e+004	2.032657e+004
2.428743	1.016209e+004	1.014288e+004	2.030496e+004
2.429243	1.015121e+004	1.013201e+004	2.028323e+004
2.429743	1.014028e+004	1.012109e+004	2.026137e+004
2.430243	1.012929e+004	1.011011e+004	2.023940e+004
2.430743	1.011824e+004	1.009907e+004	2.021730e+004
2.431243	1.010712e+004	1.008797e+004	2.019509e+004
2.431743	1.009595e+004	1.007680e+004	2.017276e+004
2.432243	1.008472e+004	1.006558e+004	2.015030e+004
2.432743	1.007343e+004	1.005430e+004	2.012773e+004
2.433243	1.006208e+004	1.004297e+004	2.010504e+004
2.433743	1.005067e+004	1.003157e+004	2.008224e+004
2.434243	1.003920e+004	1.002011e+004	2.005931e+004
2.434743	1.002768e+004	1.000860e+004	2.003627e+004
2.435244	1.001609e+004	9.997024e+003	2.001312e+004
2.435744	1.000445e+004	9.985393e+003	1.998984e+004
2.436244	9.992749e+003	9.973705e+003	1.996645e+004
2.436744	9.980991e+003	9.961959e+003	1.994295e+004
2.437244	9.969175e+003	9.950156e+003	1.991933e+004
2.437744	9.957302e+003	9.938296e+003	1.989560e+004
2.438244	9.945373e+003	9.926379e+003	1.987175e+004
2.438744	9.933386e+003	9.914405e+003	1.984779e+004
2.439244	9.921343e+003	9.902374e+003	1.982372e+004
2.439744	9.909243e+003	9.890288e+003	1.979953e+004
2.440244	9.897087e+003	9.878145e+003	1.977523e+004
2.440744	9.884876e+003	9.865947e+003	1.975082e+004
2.441244	9.872608e+003	9.853692e+003	1.972630e+004
2.441744	9.860285e+003	9.841383e+003	1.970167e+004
2.442244	9.847907e+003	9.829018e+003	1.967692e+004
2.442744	9.835473e+003	9.816598e+003	1.965207e+004
2.443244	9.822985e+003	9.804124e+003	1.962711e+004
2.443744	9.810442e+003	9.791595e+003	1.960204e+004
2.444244	9.797844e+003	9.779011e+003	1.957686e+004
2.444744	9.785192e+003	9.766373e+003	1.955157e+004
2.445245	9.772486e+003	9.753682e+003	1.952617e+004
2.445745	9.759727e+003	9.740937e+003	1.950066e+004
2.446245	9.746913e+003	9.728138e+003	1.947505e+004
2.446745	9.734047e+003	9.715286e+003	1.944933e+004
2.447245	9.721127e+003	9.702381e+003	1.942351e+004
2.447745	9.708154e+003	9.689423e+003	1.939758e+004
2.448245	9.695128e+003	9.676413e+003	1.937154e+004
2.448745	9.682050e+003	9.663350e+003	1.934540e+004
2.449245	9.668920e+003	9.650235e+003	1.931915e+004
2.449745	9.655737e+003	9.637068e+003	1.929281e+004
2.450245	9.642503e+003	9.623849e+003	1.926635e+004
2.450745	9.629217e+003	9.610579e+003	1.923980e+004
2.451245	9.615880e+003	9.597257e+003	1.921314e+004
2.451745	9.602491e+003	9.583885e+003	1.918638e+004
2.452245	9.589051e+003	9.570461e+003	1.915951e+004
2.452745	9.575561e+003	9.556987e+003	1.913255e+004
2.453245	9.562020e+003	9.543463e+003	1.910548e+004
2.453745	9.548429e+003	9.529888e+003	1.907832e+004
2.454245	9.534788e+003	9.516264e+003	1.905105e+004
2.454745	9.521097e+003	9.502589e+003	1.902369e+004
2.455246	9.507356e+003	9.488866e+003	1.899622e+004
2.455746	9.493566e+003	9.475093e+003	1.896866e+004
2.456246	9.479727e+003	9.461271e+003	1.894100e+004
2.456746	9.465839e+003	9.447400e+003	1.891324e+004
2.457246	9.451902e+003	9.433480e+003	1.888538e+004
2.457746	9.437917e+003	9.419512e+003	1.885743e+004
2.458246	9.423883e+003	9.405496e+003	1.882938e+004
2.458746	9.409802e+003	9.391432e+003	1.880123e+004
2.459246	9.395672e+003	9.377320e+003	1.877299e+004
2.459746	9.381495e+003	9.363161e+003	1.874466e+004
2.460246	9.367271e+003	9.348955e+003	1.871623e+004
2.460746	9.352999e+003	9.334702e+003	1.868770e+004
2.461246	9.338681e+003	9.320402e+003	1.865908e+004
2.461746	9.324316e+003	9.306055e+003	1.863037e+004
2.462246	9.309904e+003	9.291662e+003	1.860157e+004
2.462746	9.295447e+003	9.277223e+003	1.857267e+004
2.463246	9.280943e+003	9.262738e+003	1.854368e+004
2.463746	9.266394e+003	9.248207e+003	1.851460e+004
2.464246	9.251799e+003	9.233632e+003	1.848543e+004
2.464746	9.237159e+003	9.219010e+003	1.845617e+004
2.465247	9.222474e+003	9.204344e+003	1.842682e+004
2.465747	9.207744e+003	9.189634e+003	1.839738e+004
2.466247	9.192969e+003	9.174879e+003	1.836785e+004
2.466747	9.178150e+003	9.160079e+003	1.833823e+004
2.467247	9.163287e+003	9.145236e+003	1.830852e+004
2.467747	9.148380e+003	9.130349e+003	1.827873e+004
2.468247	9.133430e+003	9.115418e+003	1.824885e+004
2.468747	9.118436e+003	9.100444e+003	1.821888e+004
2.469247	9.103399e+003	9.085427e+003	1.818883e+004
2.469747	9.088319e+003	9.070368e+003	1.815869e+004
2.470247	9.073196e+003	9.055265e+003	1.812846e+004
2.470747	9.058031e+003	9.040120e+003	1.809815e+004
2.471247	9.042823e+003	9.024934e+003	1.806776e+004
